,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.30,3.08,0.03,2.43,2.64,1.73,0.09,0.89
DCC_joint,,2.30,,1.75,1.60,0.59,1.18,0.52,1.55,1.63
DCC_bivariate_loop,,3.08,1.75,,2.38,1.17,0.40,0.44,2.36,2.61
SW_cross_validated,,0.03,1.60,2.38,,1.78,2.07,1.51,0.09,0.69
SW_15,,2.43,0.59,1.17,1.78,,0.68,0.26,1.74,1.82
SW_30,,2.64,1.18,0.40,2.07,0.68,,0.16,2.03,2.11
SW_60,,1.73,0.52,0.44,1.51,0.26,0.16,,1.45,1.23
SW_120,,0.09,1.55,2.36,0.09,1.74,2.03,1.45,,0.59
sFC,,0.89,1.63,2.61,0.69,1.82,2.11,1.23,0.59,
