,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.31,-1.94,0.41,0.04,-2.21,-2.61,-0.92,17.16
DCC_joint,,1.31,,-3.94,-0.96,-1.67,-4.20,-4.54,-2.54,17.09
DCC_bivariate_loop,,-1.94,-3.94,,2.69,3.40,-0.58,-1.37,1.22,42.11
SW_cross_validated,,0.41,-0.96,2.69,,-0.49,-2.98,-3.37,-1.47,18.37
SW_15,,0.04,-1.67,3.40,-0.49,,-3.76,-4.16,-1.37,30.81
SW_30,,-2.21,-4.20,-0.58,-2.98,-3.76,,-0.82,1.59,39.93
SW_60,,-2.61,-4.54,-1.37,-3.37,-4.16,-0.82,,2.12,35.12
SW_120,,-0.92,-2.54,1.22,-1.47,-1.37,1.59,2.12,,25.40
sFC,,17.16,17.09,42.11,18.37,30.81,39.93,35.12,25.40,
