,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.9010e-01,8.7806e-01,1.9135e-02,1.2200e-05,1.0274e-04,4.7190e-04,1.5192e-03,9.7389e-01
DCC_joint,,6.9010e-01,,2.9130e-01,9.7979e-04,1.6172e-10,4.0800e-09,3.8633e-07,9.1500e-07,4.0895e-01
DCC_bivariate_loop,,8.7806e-01,2.9130e-01,,3.8977e-03,1.0585e-09,3.0885e-08,2.3693e-06,7.0660e-06,6.8269e-01
SW_cross_validated,,1.9135e-02,9.7979e-04,3.8977e-03,,1.0834e-02,8.9275e-02,2.1520e-01,5.3095e-01,1.7850e-03
SW_15,,1.2200e-05,1.6172e-10,1.0585e-09,1.0834e-02,,7.1133e-02,4.9791e-02,2.7792e-03,4.0583e-11
SW_30,,1.0274e-04,4.0800e-09,3.0885e-08,8.9275e-02,7.1133e-02,,5.6581e-01,9.3436e-02,1.5747e-09
SW_60,,4.7190e-04,3.8633e-07,2.3693e-06,2.1520e-01,4.9791e-02,5.6581e-01,,3.5527e-01,3.7896e-07
SW_120,,1.5192e-03,9.1500e-07,7.0660e-06,5.3095e-01,2.7792e-03,9.3436e-02,3.5527e-01,,8.6082e-07
sFC,,9.7389e-01,4.0895e-01,6.8269e-01,1.7850e-03,4.0583e-11,1.5747e-09,3.7896e-07,8.6082e-07,
