,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.0592e-04,1.4309e-06,6.6282e-11,2.2132e-25,1.3829e-20,4.0102e-16,5.3936e-13,1.8640e-04
DCC_joint,,1.0592e-04,,5.0576e-03,5.5479e-09,2.8714e-26,9.4157e-21,1.3039e-15,6.2001e-12,9.2382e-01
DCC_bivariate_loop,,1.4309e-06,5.0576e-03,,1.5512e-05,6.5485e-24,8.4039e-19,1.1033e-13,5.9250e-10,5.2720e-03
SW_cross_validated,,6.6282e-11,5.5479e-09,1.5512e-05,,1.0893e-23,6.7393e-18,1.0910e-11,6.8114e-07,8.3806e-09
SW_15,,2.2132e-25,2.8714e-26,6.5485e-24,1.0893e-23,,1.2379e-17,7.0214e-20,8.0675e-20,7.8971e-26
SW_30,,1.3829e-20,9.4157e-21,8.4039e-19,6.7393e-18,1.2379e-17,,1.0624e-11,1.9252e-13,1.7771e-20
SW_60,,4.0102e-16,1.3039e-15,1.1033e-13,1.0910e-11,7.0214e-20,1.0624e-11,,3.5359e-05,1.9766e-15
SW_120,,5.3936e-13,6.2001e-12,5.9250e-10,6.8114e-07,8.0675e-20,1.9252e-13,3.5359e-05,,8.0655e-12
sFC,,1.8640e-04,9.2382e-01,5.2720e-03,8.3806e-09,7.8971e-26,1.7771e-20,1.9766e-15,8.0655e-12,
