,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
35,0.828,0.812,1.006,0.986,0.878,0.958,1.030,0.824
36,0.824,0.830,1.114,0.990,1.074,0.781,0.931,0.769
37,0.872,0.843,1.147,0.822,1.029,0.962,0.882,0.832
38,0.823,0.849,0.937,0.974,0.945,0.793,0.848,0.873
39,0.864,0.808,1.073,1.014,0.813,0.843,0.812,0.852
40,0.755,0.821,1.100,0.921,1.346,1.025,0.866,0.845
41,0.858,0.826,1.164,0.836,1.030,0.747,0.799,0.823
42,0.930,0.931,1.073,0.899,0.987,0.969,1.018,0.850
43,0.865,0.726,1.120,0.944,0.778,0.767,0.875,0.794
44,0.852,0.831,1.113,0.987,0.980,0.840,1.106,0.842
45,0.868,0.803,1.071,0.933,0.944,0.917,0.829,0.839
46,0.738,0.843,0.854,0.954,0.890,0.921,0.877,0.841
47,0.835,0.822,1.177,1.111,0.955,0.768,1.024,0.843
48,0.920,0.774,1.173,1.014,0.924,0.766,0.888,0.838
49,0.939,0.793,1.021,0.929,0.967,0.732,0.900,0.870
50,0.851,0.783,1.004,0.973,0.969,0.869,0.875,0.857
51,0.838,0.826,1.164,0.928,1.002,0.960,0.834,0.851
52,0.818,0.858,1.083,0.951,0.906,0.751,0.931,0.805
53,0.848,0.829,0.872,0.941,0.973,0.746,1.091,0.773
54,0.775,0.877,1.016,1.040,0.950,0.850,0.958,0.828
55,0.893,0.848,1.007,0.956,0.916,0.832,0.931,0.839
56,0.871,0.830,1.220,1.099,0.947,0.767,1.052,0.921
57,0.855,0.823,0.961,0.925,1.153,0.809,0.933,0.877
58,0.838,0.787,1.019,1.050,0.931,0.721,0.931,0.858
59,0.796,0.835,1.003,0.947,0.931,0.856,1.014,0.851
60,0.884,0.862,1.032,0.904,1.069,0.898,1.171,0.821
61,0.907,0.846,1.069,0.978,0.825,0.944,0.821,0.846
62,0.842,0.842,0.913,1.069,0.792,0.816,0.930,0.834
63,0.821,0.781,1.117,0.869,0.840,0.815,0.957,0.837
64,0.873,0.682,0.974,0.902,0.983,0.925,1.169,0.880
65,0.868,0.829,1.029,1.017,0.889,0.733,0.936,0.838
66,0.847,0.829,1.081,1.086,0.949,0.911,0.891,0.830
67,0.847,0.849,1.220,0.820,0.987,0.777,1.074,0.828
68,0.983,0.847,1.020,0.918,1.037,0.843,1.009,0.957
69,0.852,0.787,1.030,0.949,0.858,0.817,0.882,0.834
70,0.828,0.886,1.203,1.100,1.020,0.819,0.975,0.832
71,0.877,0.829,0.934,1.057,0.946,0.859,0.959,0.812
72,0.868,0.865,1.072,0.885,0.952,0.792,0.873,0.852
73,0.870,0.816,1.094,0.953,1.037,0.769,0.952,0.821
74,0.847,0.837,1.095,0.841,0.985,0.824,0.907,0.837
75,0.873,0.840,0.944,0.942,0.881,0.771,0.917,0.946
76,0.837,0.828,0.983,0.975,0.984,0.859,0.814,0.917
77,0.839,0.856,1.064,0.969,0.926,0.858,1.049,0.945
78,0.863,0.853,0.989,1.006,0.884,0.814,0.975,0.837
79,0.828,0.790,1.149,0.950,0.852,0.932,0.885,0.842
80,0.875,0.828,0.818,1.041,0.944,0.845,1.237,0.851
81,0.836,0.821,1.002,1.093,0.784,0.772,0.877,0.869
82,0.847,0.926,1.194,1.011,0.795,0.861,1.242,0.825
83,0.860,0.855,1.105,1.005,0.874,0.877,0.872,0.843
84,0.844,0.838,1.057,1.083,0.879,0.758,1.154,0.851
85,0.832,0.756,1.002,1.116,0.802,0.813,0.935,0.852
86,0.886,0.827,1.102,0.844,0.964,0.827,0.956,0.871
87,0.858,0.844,1.103,0.863,0.982,0.912,0.841,0.827
88,0.939,0.880,1.054,0.892,1.095,0.837,1.097,0.853
89,0.856,0.817,0.971,1.037,0.842,0.834,0.942,0.852
90,0.897,0.885,1.096,0.916,0.900,0.823,0.901,0.817
91,0.841,0.831,1.078,1.049,0.843,0.770,1.013,0.815
92,0.844,0.813,1.102,0.991,0.941,0.793,0.940,0.884
93,0.868,0.809,1.116,1.012,0.987,0.883,0.936,0.809
94,0.834,0.836,1.121,1.028,0.900,0.812,0.803,0.854
95,0.843,0.844,1.213,1.006,0.894,0.813,0.843,0.831
96,0.837,0.827,1.073,0.946,0.989,0.731,0.810,0.872
97,0.786,0.858,1.091,0.863,0.941,0.805,0.889,0.835
98,0.709,0.871,1.166,1.205,0.823,0.837,0.958,0.851
99,0.840,0.796,1.117,0.882,0.977,0.792,1.076,0.825
100,0.843,0.783,0.926,1.057,1.112,1.035,1.061,0.839
101,0.878,0.820,1.171,0.923,1.069,0.761,1.196,0.841
102,0.854,0.800,1.030,0.882,0.948,1.037,1.060,0.837
103,0.727,0.830,1.143,0.891,0.881,0.935,0.980,0.853
104,0.869,0.693,0.876,0.952,0.898,0.841,0.968,0.868
105,0.799,0.839,1.093,0.967,0.969,0.753,1.031,0.840
106,0.850,0.919,1.128,0.924,1.004,0.768,0.937,0.858
107,0.887,0.835,1.103,0.940,0.960,0.883,1.042,0.818
108,0.842,0.835,1.151,0.886,1.040,0.902,1.239,0.813
109,0.835,0.842,1.094,1.003,0.900,0.826,1.108,1.053
110,0.854,0.834,1.248,0.965,1.005,0.751,0.863,0.876
111,0.833,0.861,1.034,0.874,0.931,0.810,0.951,0.867
112,0.853,0.734,0.949,0.948,1.018,0.810,1.055,0.829
113,0.847,0.870,0.917,0.907,1.035,0.843,1.016,0.830
114,0.877,0.831,0.912,0.820,0.920,0.749,0.847,0.900
115,0.849,0.816,1.082,0.885,1.083,0.866,0.814,0.821
116,0.850,0.840,1.296,0.961,0.884,0.895,1.150,0.839
117,0.848,0.802,1.018,1.067,0.862,0.910,0.967,0.860
118,0.878,0.810,0.956,0.972,0.921,1.036,1.032,0.779
119,0.736,0.855,1.039,0.837,0.941,1.030,1.002,0.853
120,0.841,0.819,1.133,1.017,0.833,0.916,0.844,0.862
121,0.853,0.884,1.008,0.928,0.897,1.275,0.955,0.840
122,0.932,0.823,1.008,0.928,0.905,0.771,0.948,0.761
123,0.837,0.978,1.005,0.915,0.849,0.857,1.155,0.838
124,0.837,0.831,1.119,1.115,0.964,0.890,0.782,0.830
125,0.845,0.797,0.947,1.138,0.946,0.831,0.915,0.842
126,0.865,0.848,1.254,0.968,0.991,0.761,0.936,0.846
127,0.857,0.830,1.004,0.976,0.928,0.782,0.920,0.865
128,0.952,0.786,1.015,1.030,0.872,1.150,1.032,0.846
129,0.833,0.840,0.952,0.902,0.855,0.878,1.151,0.875
130,0.785,0.893,1.206,0.880,0.812,0.868,0.924,0.878
131,0.767,0.975,1.018,0.987,0.804,0.874,1.059,0.839
132,0.863,0.831,1.028,0.950,0.869,0.812,0.965,0.828
133,0.797,0.861,0.940,0.895,0.885,0.879,0.810,0.886
134,0.870,0.822,1.276,1.006,0.884,0.960,0.981,0.837
135,0.848,0.821,0.938,0.870,0.950,0.822,0.826,0.853
136,0.863,0.862,1.074,0.952,1.044,0.898,1.164,0.852
137,0.864,0.832,1.019,1.032,0.788,0.844,0.932,0.832
138,0.849,0.839,1.111,0.949,0.911,0.944,0.858,0.811
139,0.819,0.830,0.994,0.973,0.910,0.827,0.817,0.841
140,0.907,0.814,1.114,1.049,1.097,0.791,1.214,0.848
141,0.919,0.918,1.002,0.985,0.925,0.831,0.915,0.904
142,0.867,0.745,1.148,0.972,0.883,0.790,0.861,0.867
143,0.849,0.841,0.955,0.889,0.868,0.741,0.911,0.843
144,0.844,0.885,1.078,0.855,0.810,0.803,1.025,0.838
145,0.822,0.835,0.908,1.103,0.882,0.855,0.771,0.828
146,0.850,0.845,0.977,1.096,0.964,0.847,0.940,0.879
147,0.852,0.824,0.952,0.970,0.828,0.853,0.861,0.849
148,0.833,0.838,0.990,0.886,0.969,0.808,0.996,0.871
149,0.853,0.797,0.839,0.922,0.961,0.839,0.909,0.851
150,0.880,0.836,0.987,0.871,0.974,0.825,1.039,0.854
151,0.879,0.841,1.138,1.063,0.872,0.785,0.901,0.827
152,0.824,0.815,0.919,0.996,0.847,0.843,1.032,0.850
153,0.753,0.837,1.080,0.878,0.802,0.869,1.049,0.837
154,0.855,0.848,1.056,1.060,0.810,0.756,0.892,0.840
155,0.810,0.837,1.022,0.854,0.836,0.914,0.931,0.852
156,0.865,0.865,1.019,1.016,0.854,0.850,0.966,0.846
157,0.845,0.849,1.146,1.119,1.029,0.956,0.859,0.843
158,0.864,0.894,1.242,0.892,0.844,0.873,1.027,0.954
159,0.950,0.843,1.050,0.945,1.011,0.841,0.913,0.806
160,0.827,0.806,1.007,0.927,0.819,0.812,0.862,0.923
161,0.828,0.839,1.185,0.948,0.846,0.883,0.926,0.843
162,0.832,0.881,1.039,1.045,1.097,0.819,1.046,0.835
163,0.851,0.832,1.059,1.005,0.845,0.733,0.950,0.841
164,0.827,0.823,1.279,0.906,1.045,1.023,1.095,0.825
165,0.850,0.851,1.041,0.934,0.859,0.854,1.053,0.951
166,0.860,0.835,1.038,0.852,0.931,0.891,0.929,0.860
167,0.894,0.890,1.102,0.997,0.827,0.813,0.822,0.856
168,0.887,0.800,1.090,0.988,0.861,0.888,0.892,0.869
169,0.861,0.835,1.083,0.955,0.865,0.777,0.995,0.851
170,0.912,0.857,0.938,1.146,1.086,0.935,0.951,0.861
171,0.840,0.876,1.010,0.993,1.042,0.852,0.971,0.865
172,0.834,0.847,1.016,0.900,0.947,0.929,1.019,0.834
173,0.874,0.815,1.155,0.907,0.900,0.923,0.810,0.817
174,0.890,0.847,1.107,0.817,0.918,0.851,0.955,0.834
175,0.835,0.853,1.025,0.992,0.983,0.852,0.856,0.801
176,0.931,0.946,0.883,0.870,0.827,0.855,0.990,0.773
177,0.819,0.835,1.200,0.922,0.883,0.870,1.091,0.844
178,0.901,0.826,0.977,0.897,0.851,0.740,0.939,0.775
179,0.860,0.860,0.931,0.903,0.843,0.864,0.917,0.821
180,0.856,0.813,0.941,1.021,0.980,0.916,0.902,0.858
181,0.843,0.837,1.021,1.027,0.778,0.845,0.836,0.836
182,0.883,0.847,1.282,0.984,0.923,1.054,0.807,0.813
183,0.813,0.815,1.073,0.929,0.799,0.863,0.880,0.868
184,0.827,0.796,1.064,0.840,0.931,1.073,0.927,0.838
185,0.880,0.860,1.071,0.889,0.869,0.843,1.009,0.789
186,0.840,0.840,1.012,0.979,0.911,0.822,0.876,0.834
187,0.855,0.831,1.157,0.992,0.880,0.856,0.943,1.421
188,0.930,0.865,1.001,1.053,1.094,0.781,0.855,0.843
189,0.838,0.805,1.024,0.913,0.917,1.040,1.041,0.845
190,0.829,0.779,1.154,0.900,0.969,0.837,0.829,0.794
191,0.833,0.847,1.051,1.150,0.981,0.885,0.957,0.796
192,1.021,0.843,1.304,1.140,0.824,0.778,0.846,0.833
193,0.786,0.867,1.164,0.869,0.894,0.938,1.025,0.860
194,0.831,0.840,1.104,0.992,0.795,0.835,0.888,0.907
195,0.841,0.885,1.222,0.967,0.953,0.901,1.012,0.850
196,0.826,0.855,1.104,1.034,0.979,0.804,0.903,0.821
197,0.821,0.833,1.033,0.927,0.862,0.836,0.819,0.854
198,0.879,0.802,1.196,0.835,0.826,0.875,0.814,0.849
199,0.889,0.828,1.158,0.972,0.956,0.823,0.911,0.818
