,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.74,1.74,1.43,7.45,3.98,1.62,1.33,16.69
DCC_joint,,4.74,,4.14,2.42,3.50,1.45,3.17,1.94,16.39
DCC_bivariate_loop,,1.74,4.14,,0.19,7.78,3.15,0.14,0.25,24.12
SW_cross_validated,,1.43,2.42,0.19,,4.75,1.63,0.07,0.08,11.72
SW_15,,7.45,3.50,7.78,4.75,,5.34,6.10,3.91,11.39
SW_30,,3.98,1.45,3.15,1.63,5.34,,2.24,1.26,22.90
SW_60,,1.62,3.17,0.14,0.07,6.10,2.24,,0.15,16.28
SW_120,,1.33,1.94,0.25,0.08,3.91,1.26,0.15,,9.42
sFC,,16.69,16.39,24.12,11.72,11.39,22.90,16.28,9.42,
