,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,4.98,25.06,5.29,15.70,2.82,14.91,85.33,93.83
SVWP,4.98,,9.36,-1.76,4.38,-3.36,3.39,38.94,39.85
DCC_joint,25.06,9.36,,-19.39,-8.78,-23.05,-11.69,65.03,74.24
SW_cross_validated,5.29,-1.76,-19.39,,10.30,-2.65,9.12,79.04,87.02
SW_15,15.70,4.38,-8.78,10.30,,-13.39,-1.99,69.37,77.14
SW_30,2.82,-3.36,-23.05,-2.65,-13.39,,12.44,86.82,96.75
SW_60,14.91,3.39,-11.69,9.12,-1.99,12.44,,81.08,93.34
SW_120,85.33,38.94,65.03,79.04,69.37,86.82,81.08,,-0.15
sFC,93.83,39.85,74.24,87.02,77.14,96.75,93.34,-0.15,
