,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0677,0.0000,0.0000,0.0001,0.0000,0.0004
SVWP,0.036,-,0.0000,0.0659,0.0000,0.0000,0.0001,0.0000,0.0002
DCC_joint,16.0227,16.1887,-,0.0000,0.0000,0.2228,0.0000,0.0000,0.0000
SW_cross_validated,3.1294,3.1374,-8.6923,-,0.0000,0.0038,1.,0.0000,1.
SW_15,-18.473,-18.5359,-24.5937,-18.1684,-,0.0000,0.0000,0.0000,0.0000
SW_30,6.9318,6.9496,-2.7522,3.9198,19.3361,-,0.18,0.0000,0.0000
SW_60,4.8121,4.8334,-7.1876,1.3141,19.0154,-2.8228,-,0.0000,0.1093
SW_120,-15.1482,-15.3183,-24.1884,-13.5992,9.4468,-15.0094,-14.8725,-,0.0000
sFC,4.4588,4.6187,-14.4972,-1.2103,19.8816,-5.6022,-2.9824,18.1217,-
