,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-0.18,10.88,23.44,91.05,62.29,41.91,28.68,8.10
SVWP,-0.18,,11.06,23.62,91.38,62.58,42.16,28.88,8.29
DCC_joint,10.88,11.06,,12.80,74.60,47.34,28.46,17.24,-3.27
SW_cross_validated,23.44,23.62,12.80,,54.97,29.71,12.65,3.56,-16.45
SW_15,91.05,91.38,74.60,54.97,,-31.07,-50.11,-54.02,-83.27
SW_30,62.29,62.58,47.34,29.71,-31.07,,-20.04,-27.28,-54.23
SW_60,41.91,42.16,28.46,12.65,-50.11,-20.04,,-9.28,-33.87
SW_120,28.68,28.88,17.24,3.56,-54.02,-27.28,-9.28,,-21.34
sFC,8.10,8.29,-3.27,-16.45,-83.27,-54.23,-33.87,-21.34,
