,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.00,0.36,0.80,5.32,3.50,2.15,1.20,0.73
SVWP,0.00,,0.36,0.80,5.34,3.52,2.16,1.20,0.74
DCC_joint,0.36,0.36,,1.15,5.61,3.84,2.51,1.56,0.36
SW_cross_validated,0.80,0.80,1.15,,4.56,2.65,1.27,0.35,1.53
SW_15,5.32,5.34,5.61,4.56,,2.17,3.58,4.35,6.00
SW_30,3.50,3.52,3.84,2.65,2.17,,1.50,2.38,4.27
SW_60,2.15,2.16,2.51,1.27,3.58,1.50,,0.95,2.95
SW_120,1.20,1.20,1.56,0.35,4.35,2.38,0.95,,1.96
sFC,0.73,0.74,0.36,1.53,6.00,4.27,2.95,1.96,
