,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SVWP,0.1782,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,-10.8766,-11.0597,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0425
SW_cross_validated,-23.4413,-23.6242,-12.804,-,0.0000,0.0000,0.0000,0.0148,0.0000
SW_15,-91.0489,-91.3793,-74.5962,-54.9682,-,0.0000,0.0000,0.0000,0.0000
SW_30,-62.2948,-62.5826,-47.3376,-29.7098,31.0695,-,0.0000,0.0000,0.0000
SW_60,-41.9083,-42.1557,-28.4582,-12.6516,50.1148,20.0392,-,0.0000,0.0000
SW_120,-28.6773,-28.8779,-17.2356,-3.5629,54.0226,27.2847,9.2776,-,0.0000
sFC,-8.0977,-8.2889,3.2674,16.4473,83.2697,54.2306,33.8727,21.3446,-
