,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.08,0.71,1.30,5.01,3.22,1.84,1.02,2.04
SVWP,0.08,,0.87,1.46,5.52,3.57,2.07,1.20,2.06
DCC_joint,0.71,0.87,,0.97,8.49,4.69,2.00,0.55,4.48
SW_cross_validated,1.30,1.46,0.97,,4.62,2.24,0.45,0.52,4.35
SW_15,5.01,5.52,8.49,4.62,,4.03,6.50,7.03,12.61
SW_30,3.22,3.57,4.69,2.24,4.03,,2.66,3.69,9.06
SW_60,1.84,2.07,2.00,0.45,6.50,2.66,,1.28,6.42
SW_120,1.02,1.20,0.55,0.52,7.03,3.69,1.28,,4.73
sFC,2.04,2.06,4.48,4.35,12.61,9.06,6.42,4.73,
