,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.0116,0.0107,0.0000,0.0000,0.0000,0.0000,0.1469,0.0000
SVWP,0.0116,,0.5059,0.0000,0.0000,0.0000,0.0000,0.1003,0.0000
DCC_joint,0.0107,0.5059,,0.0000,0.0000,0.0000,0.0000,0.1127,0.0000
SW_cross_validated,0.0000,0.0000,0.0000,,0.0000,0.0000,0.5562,0.0000,0.0000
SW_15,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000
SW_30,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0110
SW_60,0.0000,0.0000,0.0000,0.5562,0.0000,0.0000,,0.0000,0.0000
SW_120,0.1469,0.1003,0.1127,0.0000,0.0000,0.0000,0.0000,,0.0000
sFC,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0000,
