,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-1.25,3.88,10.60,52.40,31.29,15.87,7.53,-24.12
SVWP,-1.25,,5.87,12.75,59.36,35.94,19.02,9.85,-24.70
DCC_joint,3.88,5.87,,10.08,88.58,47.47,20.27,6.00,-49.90
SW_cross_validated,10.60,12.75,10.08,,51.51,24.19,4.68,-5.55,-46.84
SW_15,52.40,59.36,88.58,51.51,,-42.40,-71.31,-82.12,-167.22
SW_30,31.29,35.94,47.47,24.19,-42.40,,-28.32,-41.20,-110.68
SW_60,15.87,19.02,20.27,4.68,-71.31,-28.32,,-14.04,-76.66
SW_120,7.53,9.85,6.00,-5.55,-82.12,-41.20,-14.04,,-56.98
sFC,-24.12,-24.70,-49.90,-46.84,-167.22,-110.68,-76.66,-56.98,
