,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SVWP,0.8028,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,-7.107,-8.6682,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,-12.9801,-14.5957,-9.7386,-,0.0000,0.0000,0.0003,0.0000,0.0000
SW_15,-50.1424,-55.1732,-84.9024,-46.1582,-,0.0000,0.0000,0.0000,0.0000
SW_30,-32.2187,-35.7254,-46.9497,-22.3678,40.3443,-,0.0000,0.0000,0.0000
SW_60,-18.3508,-20.7365,-20.0404,-4.5185,64.9568,26.5585,-,0.0000,0.0000
SW_120,-10.2435,-11.9541,-5.5328,5.1663,70.2902,36.9062,12.8377,-,0.0000
sFC,20.3661,20.6493,44.8443,43.4867,126.0754,90.6417,64.2285,47.2758,-
