,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.3866e-01,3.2132e-09,1.6070e-05,1.0541e-07,7.2433e-12,4.0196e-11,8.6557e-01,1.1114e-01
DCC_joint,,1.3866e-01,,1.0613e-12,6.3461e-09,5.8477e-11,2.1921e-16,2.7597e-15,1.7308e-02,7.2409e-01
DCC_bivariate_loop,,3.2132e-09,1.0613e-12,,3.0203e-14,5.7467e-02,6.5749e-04,1.1933e-02,2.4611e-11,7.3083e-13
SW_cross_validated,,1.6070e-05,6.3461e-09,3.0203e-14,,7.8977e-13,2.3583e-17,1.9861e-16,1.0882e-08,3.4839e-09
SW_15,,1.0541e-07,5.8477e-11,5.7467e-02,7.8977e-13,,7.5034e-06,1.2120e-04,1.4082e-09,4.0964e-11
SW_30,,7.2433e-12,2.1921e-16,6.5749e-04,2.3583e-17,7.5034e-06,,1.9368e-01,9.3086e-15,1.3021e-16
SW_60,,4.0196e-11,2.7597e-15,1.1933e-02,1.9861e-16,1.2120e-04,1.9368e-01,,9.1632e-14,1.7362e-15
SW_120,,8.6557e-01,1.7308e-02,2.4611e-11,1.0882e-08,1.4082e-09,9.3086e-15,9.1632e-14,,8.5012e-03
sFC,,1.1114e-01,7.2409e-01,7.3083e-13,3.4839e-09,4.0964e-11,1.3021e-16,1.7362e-15,8.5012e-03,
