,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,16.21,0.94,3.13,1.96,0.10,0.28,1.09,25.36
DCC_joint,,16.21,,21.82,16.62,10.48,11.03,17.16,21.10,5.20
DCC_bivariate_loop,,0.94,21.82,,5.58,2.90,0.72,0.64,3.13,44.93
SW_cross_validated,,3.13,16.62,5.58,,0.14,1.93,3.62,3.26,33.93
SW_15,,1.96,10.48,2.90,0.14,,1.46,2.22,1.49,15.03
SW_30,,0.10,11.03,0.72,1.93,1.46,,0.30,0.56,14.84
SW_60,,0.28,17.16,0.64,3.62,2.22,0.30,,1.53,27.53
SW_120,,1.09,21.10,3.13,3.26,1.49,0.56,1.53,,53.52
sFC,,25.36,5.20,44.93,33.93,15.03,14.84,27.53,53.52,
