,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.55,-10.68,5.83,-8.48,-15.52,-14.01,0.17,1.68
DCC_joint,,1.55,,-17.39,10.22,-13.70,-28.34,-24.53,-2.62,0.36
DCC_bivariate_loop,,-10.68,-17.39,,21.39,2.03,-4.11,-2.80,14.43,17.77
SW_cross_validated,,5.83,10.22,21.39,,-17.69,-32.15,-28.50,-9.87,-10.63
SW_15,,-8.48,-13.70,2.03,-17.69,,-6.20,-4.88,11.25,13.99
SW_30,,-15.52,-28.34,-4.11,-32.15,-6.20,,1.35,22.88,29.19
SW_60,,-14.01,-24.53,-2.80,-28.50,-4.88,1.35,,20.06,25.19
SW_120,,0.17,-2.62,14.43,-9.87,11.25,22.88,20.06,,2.95
sFC,,1.68,0.36,17.77,-10.63,13.99,29.19,25.19,2.95,
