,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.1000,0.3403,0.0000,0.0000,0.0000,0.0000,0.0007,0.0018
DCC_joint,nan,3.4626,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,2.9045,-0.6034,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.365
SW_cross_validated,nan,-7.6302,-13.4898,-12.4862,-,0.0000,0.0009,1.,1.,0.0000
SW_15,nan,-16.1314,-20.9082,-20.1742,-10.8752,-,0.0015,0.0000,0.0000,0.0000
SW_30,nan,-11.7654,-16.9077,-16.0876,-5.5949,5.3667,-,0.0617,0.0056,0.0000
SW_60,nan,-8.2288,-13.0339,-12.2598,-1.572,8.7959,3.6795,-,1.,0.0000
SW_120,nan,-5.7092,-9.2576,-8.7124,0.2802,9.3668,4.7603,1.5075,-,0.0000
sFC,nan,5.293,2.3658,2.8721,16.0336,22.6494,18.9164,15.0465,10.8138,-
