,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.82,-1.66,8.45,17.02,10.87,7.83,6.56,-2.49
DCC_joint,,-1.82,,0.29,16.49,23.43,15.28,12.34,10.47,-0.94
DCC_bivariate_loop,,-1.66,0.29,,16.81,23.58,15.30,12.34,10.43,-1.32
SW_cross_validated,,8.45,16.49,16.81,,13.62,5.70,1.11,-0.44,-20.43
SW_15,,17.02,23.43,23.58,13.62,,-5.69,-10.37,-11.29,-25.40
SW_30,,10.87,15.28,15.30,5.70,-5.69,,-3.97,-5.00,-16.64
SW_60,,7.83,12.34,12.34,1.11,-10.37,-3.97,,-1.21,-13.87
SW_120,,6.56,10.47,10.43,-0.44,-11.29,-5.00,-1.21,,-11.79
sFC,,-2.49,-0.94,-1.32,-20.43,-25.40,-16.64,-13.87,-11.79,
