,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.43,-1.33,-1.19,-0.23,-1.97,-1.61,3.19,3.36
DCC_joint,,0.43,,-5.99,-3.39,-2.09,-9.85,-5.67,11.43,13.52
DCC_bivariate_loop,,-1.33,-5.99,,0.07,3.48,-2.58,-0.89,18.87,21.86
SW_cross_validated,,-1.19,-3.39,0.07,,2.04,-1.38,-0.65,9.30,9.87
SW_15,,-0.23,-2.09,3.48,2.04,,-6.44,-3.70,12.80,14.64
SW_30,,-1.97,-9.85,-2.58,-1.38,-6.44,,0.91,30.24,40.24
SW_60,,-1.61,-5.67,-0.89,-0.65,-3.70,0.91,,14.80,16.18
SW_120,,3.19,11.43,18.87,9.30,12.80,30.24,14.80,,1.26
sFC,,3.36,13.52,21.86,9.87,14.64,40.24,16.18,1.26,
