,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.96,1.66,0.71,2.75,1.09,1.64,8.98,12.30
DCC_joint,,2.96,,1.72,2.36,0.33,2.23,1.41,6.97,11.27
DCC_bivariate_loop,,1.66,1.72,,0.93,1.44,0.63,0.13,9.61,15.67
SW_cross_validated,,0.71,2.36,0.93,,2.13,0.35,0.97,8.91,12.82
SW_15,,2.75,0.33,1.44,2.13,,1.97,1.14,7.68,12.62
SW_30,,1.09,2.23,0.63,0.35,1.97,,0.69,9.64,14.83
SW_60,,1.64,1.41,0.13,0.97,1.14,0.69,,8.17,12.27
SW_120,,8.98,6.97,9.61,8.91,7.68,9.64,8.17,,3.46
sFC,,12.30,11.27,15.67,12.82,12.62,14.83,12.27,3.46,
