,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.75,1.47,1.15,4.19,1.51,0.49,2.55,1.12
DCC_joint,,1.75,,0.65,2.05,4.88,2.31,1.34,3.92,0.80
DCC_bivariate_loop,,1.47,0.65,,2.01,4.54,2.26,1.48,3.07,0.96
SW_cross_validated,,1.15,2.05,2.01,,2.90,0.39,0.48,0.71,1.75
SW_15,,4.19,4.88,4.54,2.90,,2.46,3.25,2.62,4.67
SW_30,,1.51,2.31,2.26,0.39,2.46,,0.83,0.21,2.04
SW_60,,0.49,1.34,1.48,0.48,3.25,0.83,,1.24,1.04
SW_120,,2.55,3.92,3.07,0.71,2.62,0.21,1.24,,3.51
sFC,,1.12,0.80,0.96,1.75,4.67,2.04,1.04,3.51,
