,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,1.,0.0000,1.,1.,0.1239,0.0000
DCC_joint,nan,-2.1718,-,1.,1.,0.0000,1.,1.,1.,0.0000
DCC_bivariate_loop,nan,-0.9492,1.8665,-,1.,0.0000,1.,1.,0.1093,0.0000
SW_cross_validated,nan,-1.5941,0.8809,-0.9648,-,0.0000,1.,1.,0.5463,0.0000
SW_15,nan,-7.0871,-7.3042,-8.3458,-7.7299,-,0.0075,0.0000,0.0088,0.0000
SW_30,nan,-2.2134,-0.6795,-1.8113,-1.1994,4.628,-,1.,1.,0.0000
SW_60,nan,-1.3446,1.1111,-0.6084,0.2922,7.5922,1.354,-,0.4410,0.0000
SW_120,nan,-3.366,-2.0737,-3.4227,-2.6835,4.555,-0.8288,-2.784,-,0.0000
sFC,nan,-48.5668,-99.0429,-87.1692,-90.5258,-50.0486,-45.4582,-78.8418,-61.0777,-
