,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.22,-2.72,7.29,33.56,20.35,11.48,7.94,24.24
DCC_joint,,6.22,,-11.88,2.16,35.71,18.35,6.76,2.66,24.86
DCC_bivariate_loop,,-2.72,-11.88,,11.94,49.87,31.85,19.01,13.25,42.61
SW_cross_validated,,7.29,2.16,11.94,,26.88,12.68,3.42,0.29,16.10
SW_15,,33.56,35.71,49.87,26.88,,-18.65,-28.87,-28.72,-21.24
SW_30,,20.35,18.35,31.85,12.68,-18.65,,-11.33,-13.38,2.51
SW_60,,11.48,6.76,19.01,3.42,-28.87,-11.33,,-3.34,16.30
SW_120,,7.94,2.66,13.25,0.29,-28.72,-13.38,-3.34,,17.47
sFC,,24.24,24.86,42.61,16.10,-21.24,2.51,16.30,17.47,
