,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-2.09,-7.63,9.37,44.64,26.45,12.90,12.30,-2.22
DCC_joint,,-2.09,,-7.13,11.79,57.86,37.55,18.56,16.38,-0.07
DCC_bivariate_loop,,-7.63,-7.13,,15.61,60.65,41.76,23.85,21.05,7.45
SW_cross_validated,,9.37,11.79,15.61,,23.09,8.36,-0.46,0.45,-12.04
SW_15,,44.64,57.86,60.65,23.09,,-25.81,-36.28,-29.25,-60.78
SW_30,,26.45,37.55,41.76,8.36,-25.81,,-14.65,-10.51,-40.16
SW_60,,12.90,18.56,23.85,-0.46,-36.28,-14.65,,1.23,-19.57
SW_120,,12.30,16.38,21.05,0.45,-29.25,-10.51,1.23,,-16.97
sFC,,-2.22,-0.07,7.45,-12.04,-60.78,-40.16,-19.57,-16.97,
