,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.97,-0.34,7.88,22.57,15.69,10.15,7.50,-1.52
DCC_joint,,-0.97,,0.90,13.19,33.88,25.75,16.84,11.33,-0.82
DCC_bivariate_loop,,-0.34,0.90,,12.67,34.10,25.81,16.48,10.78,-1.59
SW_cross_validated,,7.88,13.19,12.67,,25.37,14.65,4.01,0.57,-11.58
SW_15,,22.57,33.88,34.10,25.37,,-14.36,-22.67,-19.45,-28.81
SW_30,,15.69,25.75,25.81,14.65,-14.36,,-10.99,-10.08,-21.29
SW_60,,10.15,16.84,16.48,4.01,-22.67,-10.99,,-2.42,-14.41
SW_120,,7.50,11.33,10.78,0.57,-19.45,-10.08,-2.42,,-10.52
sFC,,-1.52,-0.82,-1.59,-11.58,-28.81,-21.29,-14.41,-10.52,
