,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.94,1.22,3.79,9.52,4.92,2.95,6.78,6.66
DCC_joint,,2.94,,5.61,1.78,9.70,3.24,0.54,6.16,6.81
DCC_bivariate_loop,,1.22,5.61,,5.81,13.19,7.35,4.97,10.61,11.64
SW_cross_validated,,3.79,1.78,5.81,,5.82,1.03,1.09,2.45,1.82
SW_15,,9.52,9.70,13.19,5.82,,5.03,7.40,4.74,6.83
SW_30,,4.92,3.24,7.35,1.03,5.03,,2.24,1.34,0.49
SW_60,,2.95,0.54,4.97,1.09,7.40,2.24,,4.04,3.63
SW_120,,6.78,6.16,10.61,2.45,4.74,1.34,4.04,,1.67
sFC,,6.66,6.81,11.64,1.82,6.83,0.49,3.63,1.67,
