,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_joint,nan,0.0983,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,-0.7177,-1.1558,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-13.8396,-20.2427,-17.7027,-,0.0000,0.0000,0.0000,1.,0.0000
SW_15,nan,-40.8864,-61.0614,-55.2326,-38.3364,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-29.6868,-48.4668,-42.3361,-22.6192,22.7756,-,0.0000,0.0000,0.0000
SW_60,nan,-20.2252,-33.6107,-28.7785,-7.8801,39.7115,20.717,-,0.0000,0.0000
SW_120,nan,-15.8846,-26.0282,-22.1194,-1.2803,45.5756,28.4718,8.9326,-,0.0000
sFC,nan,1.2915,1.484,2.2098,14.7257,40.4193,29.6915,20.7563,16.6655,-
