,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.43,0.15,3.52,10.08,7.01,4.53,3.35,0.68
DCC_joint,,0.43,,0.40,5.90,15.15,11.52,7.53,5.07,0.37
DCC_bivariate_loop,,0.15,0.40,,5.67,15.25,11.54,7.37,4.82,0.71
SW_cross_validated,,3.52,5.90,5.67,,11.35,6.55,1.79,0.25,5.18
SW_15,,10.08,15.15,15.25,11.35,,6.42,10.14,8.70,12.88
SW_30,,7.01,11.52,11.54,6.55,6.42,,4.91,4.51,9.52
SW_60,,4.53,7.53,7.37,1.79,10.14,4.91,,1.08,6.45
SW_120,,3.35,5.07,4.82,0.25,8.70,4.51,1.08,,4.71
sFC,,0.68,0.37,0.71,5.18,12.88,9.52,6.45,4.71,
