,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,1.673,2.050,0.801,0.354,0.279,0.403,0.403,1.746,0.601,1.740,1.844
1,1.281,1.967,0.490,0.450,0.349,0.403,0.403,0.971,1.231,0.635,1.844
2,1.403,2.198,0.668,0.461,1.461,0.403,0.403,1.791,0.535,1.681,1.844
3,1.251,2.134,0.808,0.562,1.490,0.403,0.403,1.705,1.094,1.962,1.844
4,1.920,2.343,0.756,0.436,1.327,0.403,0.403,1.316,0.810,2.015,1.844
5,1.322,2.356,0.806,0.300,0.329,0.403,0.403,1.878,0.759,1.484,1.844
6,1.524,2.161,0.484,0.487,0.329,0.403,0.403,1.712,0.832,1.333,1.844
7,1.781,2.413,0.557,0.386,0.330,0.403,0.403,1.094,0.704,1.779,1.844
8,1.556,2.138,0.574,0.513,1.586,0.403,0.403,1.763,0.711,1.318,1.844
9,1.228,1.326,0.674,0.394,0.403,0.403,0.403,1.502,1.154,1.844,1.844
