,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.852,0.800,1.195,1.211,1.374,2.196,2.196,0.826,1.028,0.845,0.840
1,0.876,0.847,1.149,1.514,1.385,2.196,2.196,0.873,0.972,0.958,0.840
2,0.761,0.826,1.259,0.989,0.899,2.196,2.196,0.792,0.838,0.834,0.840
3,0.864,0.826,1.098,1.481,0.828,2.196,2.196,0.836,0.997,0.829,0.840
4,0.832,0.821,0.841,1.301,0.828,2.196,2.196,0.790,0.899,0.844,0.840
5,0.866,0.777,1.118,0.935,1.260,2.196,2.196,0.848,1.024,0.871,0.840
6,0.840,0.869,0.849,1.645,1.656,2.196,2.196,0.809,0.895,0.920,0.840
7,0.813,0.792,0.910,1.173,1.577,2.196,2.196,0.964,1.060,0.853,0.840
8,0.860,0.838,1.113,1.560,0.847,2.196,2.196,0.783,1.184,0.813,0.840
9,0.887,0.821,1.194,1.239,2.196,2.196,2.196,0.764,0.937,0.840,0.840
