,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.861,0.826,0.987,1.133,1.132,1.898,1.898,0.794,1.026,0.826,0.870
1,0.834,0.875,1.071,0.823,0.895,1.898,1.898,0.840,0.975,0.932,0.870
2,0.822,0.809,1.112,1.365,1.576,1.898,1.898,0.993,0.923,0.837,0.870
3,0.877,0.835,1.197,1.348,1.391,1.898,1.898,0.841,1.002,0.832,0.870
4,0.833,0.736,0.971,1.199,0.835,1.898,1.898,0.844,0.904,0.852,0.870
5,0.823,0.815,1.214,1.308,1.470,1.898,1.898,0.832,0.952,1.083,0.870
6,0.839,0.857,1.051,1.274,1.469,1.898,1.898,0.816,0.941,0.892,0.870
7,0.838,0.770,1.006,0.885,0.857,1.898,1.898,0.852,1.018,0.827,0.870
8,0.866,0.883,0.937,1.430,1.714,1.898,1.898,0.750,0.983,0.784,0.870
9,0.901,0.872,1.116,1.016,1.898,1.898,1.898,0.800,0.906,0.870,0.870
