,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,1.521,2.057,0.500,0.377,0.255,0.395,0.395,1.693,0.544,1.601,1.947
1,1.020,2.198,0.564,0.231,0.250,0.395,0.395,0.933,1.250,0.639,1.947
2,1.535,1.826,0.591,0.514,0.398,0.395,0.395,0.556,0.373,1.547,1.947
3,1.265,2.035,0.845,0.585,0.432,0.395,0.395,1.458,0.927,1.961,1.947
4,1.738,1.382,0.833,0.459,1.250,0.395,0.395,1.485,0.523,1.898,1.947
5,1.033,2.047,0.917,0.345,0.377,0.395,0.395,1.918,0.692,0.649,1.947
6,1.777,2.269,0.734,0.457,0.341,0.395,0.395,1.603,0.667,1.426,1.947
7,1.724,2.053,0.535,0.306,1.739,0.395,0.395,0.898,0.934,1.754,1.947
8,1.431,2.304,0.647,0.475,0.360,0.395,0.395,0.999,0.933,1.185,1.947
9,1.298,1.506,0.608,0.312,0.395,0.395,0.395,1.577,1.089,1.947,1.947
