,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.281,0.418,0.081,0.163,-0.017,-0.213,0.120,-0.011,0.005,-0.103,0.262,-0.207,-0.158,-0.071
1,-0.281,1.000,-0.239,0.021,-0.138,-0.059,0.171,-0.632,0.171,0.354,0.001,-0.315,-0.104,-0.076,-0.190
2,0.418,-0.239,1.000,-0.029,0.271,-0.082,-0.227,0.122,0.057,-0.053,-0.210,0.045,-0.103,0.125,0.018
3,0.081,0.021,-0.029,1.000,-0.122,0.016,0.091,-0.030,-0.074,0.008,0.142,-0.112,0.028,0.083,0.145
4,0.163,-0.138,0.271,-0.122,1.000,-0.185,-0.358,0.034,-0.124,-0.029,-0.303,0.321,-0.248,-0.216,-0.094
5,-0.017,-0.059,-0.082,0.016,-0.185,1.000,0.231,0.151,0.085,-0.076,0.028,0.040,0.143,-0.076,-0.034
6,-0.213,0.171,-0.227,0.091,-0.358,0.231,1.000,-0.088,0.051,0.039,0.186,-0.279,0.300,0.199,-0.036
7,0.120,-0.632,0.122,-0.030,0.034,0.151,-0.088,1.000,-0.204,-0.165,0.026,0.244,0.182,0.079,0.224
8,-0.011,0.171,0.057,-0.074,-0.124,0.085,0.051,-0.204,1.000,-0.129,-0.215,-0.038,-0.089,0.174,-0.146
9,0.005,0.354,-0.053,0.008,-0.029,-0.076,0.039,-0.165,-0.129,1.000,-0.012,-0.174,-0.005,-0.183,-0.127
10,-0.103,0.001,-0.210,0.142,-0.303,0.028,0.186,0.026,-0.215,-0.012,1.000,-0.045,0.129,0.003,0.063
11,0.262,-0.315,0.045,-0.112,0.321,0.040,-0.279,0.244,-0.038,-0.174,-0.045,1.000,-0.125,-0.217,-0.156
12,-0.207,-0.104,-0.103,0.028,-0.248,0.143,0.300,0.182,-0.089,-0.005,0.129,-0.125,1.000,0.266,0.169
13,-0.158,-0.076,0.125,0.083,-0.216,-0.076,0.199,0.079,0.174,-0.183,0.003,-0.217,0.266,1.000,0.110
14,-0.071,-0.190,0.018,0.145,-0.094,-0.034,-0.036,0.224,-0.146,-0.127,0.063,-0.156,0.169,0.110,1.000
