,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.037,0.025,0.061,0.059,0.077,0.053,0.059,0.062,0.080,0.066,0.046,0.055,0.062,0.072
1,0.037,0.000,0.043,0.076,0.060,0.071,0.058,0.006,0.056,0.026,0.073,0.031,0.064,0.069,0.053
2,0.025,0.043,0.000,0.066,0.044,0.080,0.053,0.061,0.073,0.080,0.056,0.078,0.074,0.066,0.075
3,0.061,0.076,0.066,0.000,0.066,0.084,0.076,0.077,0.076,0.084,0.063,0.073,0.080,0.075,0.068
4,0.059,0.060,0.044,0.066,0.000,0.056,0.027,0.068,0.045,0.065,0.047,0.038,0.049,0.057,0.050
5,0.077,0.071,0.080,0.084,0.056,0.000,0.055,0.060,0.075,0.072,0.080,0.079,0.068,0.077,0.087
6,0.053,0.058,0.053,0.076,0.027,0.055,0.000,0.068,0.071,0.077,0.064,0.040,0.037,0.056,0.073
7,0.059,0.006,0.061,0.077,0.068,0.060,0.068,0.000,0.051,0.059,0.070,0.041,0.055,0.071,0.046
8,0.062,0.056,0.073,0.076,0.045,0.075,0.071,0.051,0.000,0.065,0.058,0.075,0.071,0.056,0.067
9,0.080,0.026,0.080,0.084,0.065,0.072,0.077,0.059,0.065,0.000,0.075,0.054,0.075,0.059,0.073
10,0.066,0.073,0.056,0.063,0.047,0.080,0.064,0.070,0.058,0.075,0.000,0.070,0.070,0.073,0.071
11,0.046,0.031,0.078,0.073,0.038,0.079,0.040,0.041,0.075,0.054,0.070,0.000,0.071,0.052,0.067
12,0.055,0.064,0.074,0.080,0.049,0.068,0.037,0.055,0.071,0.075,0.070,0.071,0.000,0.041,0.066
13,0.062,0.069,0.066,0.075,0.057,0.077,0.056,0.071,0.056,0.059,0.073,0.052,0.041,0.000,0.070
14,0.072,0.053,0.075,0.068,0.050,0.087,0.073,0.046,0.067,0.073,0.071,0.067,0.066,0.070,0.000
