,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.132,0.297,0.045,0.210,0.095,-0.024,0.138,0.135,0.085,0.001,0.213,-0.032,-0.091,-0.068
1,-0.132,1.000,-0.104,0.073,-0.055,0.021,0.148,-0.356,0.152,0.253,0.013,-0.130,0.013,-0.059,-0.037
2,0.297,-0.104,1.000,0.091,0.210,-0.003,-0.086,0.117,0.148,0.015,-0.090,0.089,-0.046,0.166,0.017
3,0.045,0.073,0.091,1.000,-0.046,0.058,0.137,0.053,0.037,0.023,0.142,0.009,0.067,0.141,0.067
4,0.210,-0.055,0.210,-0.046,1.000,-0.021,-0.124,0.174,0.032,0.120,-0.177,0.340,-0.050,-0.141,-0.081
5,0.095,0.021,-0.003,0.058,-0.021,1.000,0.174,0.155,0.111,0.089,0.037,0.100,0.137,-0.047,-0.058
6,-0.024,0.148,-0.086,0.137,-0.124,0.174,1.000,0.033,0.100,0.112,0.142,-0.054,0.230,0.074,-0.007
7,0.138,-0.356,0.117,0.053,0.174,0.155,0.033,1.000,-0.112,-0.006,-0.005,0.212,0.166,0.066,0.145
8,0.135,0.152,0.148,0.037,0.032,0.111,0.100,-0.112,1.000,0.007,-0.081,0.045,-0.012,0.133,-0.134
9,0.085,0.253,0.015,0.023,0.120,0.089,0.112,-0.006,0.007,1.000,-0.040,0.012,0.098,-0.102,-0.123
10,0.001,0.013,-0.090,0.142,-0.177,0.037,0.142,-0.005,-0.081,-0.040,1.000,0.091,0.021,0.116,0.018
11,0.213,-0.130,0.089,0.009,0.340,0.100,-0.054,0.212,0.045,0.012,0.091,1.000,-0.017,-0.007,-0.166
12,-0.032,0.013,-0.046,0.067,-0.050,0.137,0.230,0.166,-0.012,0.098,0.021,-0.017,1.000,0.076,0.155
13,-0.091,-0.059,0.166,0.141,-0.141,-0.047,0.074,0.066,0.133,-0.102,0.116,-0.007,0.076,1.000,0.074
14,-0.068,-0.037,0.017,0.067,-0.081,-0.058,-0.007,0.145,-0.134,-0.123,0.018,-0.166,0.155,0.074,1.000
