,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.264,0.415,0.073,0.157,-0.029,-0.206,0.092,0.005,-0.005,-0.082,0.242,-0.186,-0.144,-0.058
1,-0.264,1.000,-0.235,0.029,-0.148,-0.027,0.188,-0.592,0.155,0.345,0.007,-0.293,-0.083,-0.068,-0.175
2,0.415,-0.235,1.000,-0.012,0.259,-0.084,-0.216,0.121,0.065,-0.058,-0.193,0.036,-0.096,0.137,0.029
3,0.073,0.029,-0.012,1.000,-0.127,0.022,0.102,-0.033,-0.051,-0.001,0.149,-0.106,0.042,0.102,0.128
4,0.157,-0.148,0.259,-0.127,1.000,-0.180,-0.341,0.051,-0.123,-0.028,-0.277,0.322,-0.226,-0.210,-0.084
5,-0.029,-0.027,-0.084,0.022,-0.180,1.000,0.231,0.131,0.108,-0.053,0.033,0.031,0.136,-0.069,-0.041
6,-0.206,0.188,-0.216,0.102,-0.341,0.231,1.000,-0.094,0.054,0.059,0.188,-0.260,0.290,0.175,-0.040
7,0.092,-0.592,0.121,-0.033,0.051,0.131,-0.094,1.000,-0.179,-0.155,0.023,0.232,0.177,0.077,0.215
8,0.005,0.155,0.065,-0.051,-0.123,0.108,0.054,-0.179,1.000,-0.118,-0.194,-0.029,-0.074,0.179,-0.138
9,-0.005,0.345,-0.058,-0.001,-0.028,-0.053,0.059,-0.155,-0.118,1.000,-0.020,-0.157,0.015,-0.166,-0.136
10,-0.082,0.007,-0.193,0.149,-0.277,0.033,0.188,0.023,-0.194,-0.020,1.000,-0.026,0.119,0.004,0.051
11,0.242,-0.293,0.036,-0.106,0.322,0.031,-0.260,0.232,-0.029,-0.157,-0.026,1.000,-0.112,-0.199,-0.155
12,-0.186,-0.083,-0.096,0.042,-0.226,0.136,0.290,0.177,-0.074,0.015,0.119,-0.112,1.000,0.241,0.158
13,-0.144,-0.068,0.137,0.102,-0.210,-0.069,0.175,0.077,0.179,-0.166,0.004,-0.199,0.241,1.000,0.103
14,-0.058,-0.175,0.029,0.128,-0.084,-0.041,-0.040,0.215,-0.138,-0.136,0.051,-0.155,0.158,0.103,1.000
