,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.059,0.050,0.074,0.067,0.069,0.055,0.072,0.072,0.058,0.051,0.060,0.054,0.056,0.049
1,0.059,0.000,0.052,0.062,0.057,0.067,0.059,0.028,0.063,0.049,0.048,0.050,0.063,0.060,0.043
2,0.050,0.052,0.000,0.070,0.046,0.055,0.047,0.058,0.061,0.052,0.043,0.055,0.055,0.047,0.043
3,0.074,0.062,0.070,0.000,0.071,0.063,0.060,0.060,0.059,0.056,0.051,0.065,0.058,0.060,0.046
4,0.067,0.057,0.046,0.071,0.000,0.058,0.044,0.061,0.063,0.060,0.044,0.056,0.054,0.052,0.057
5,0.069,0.067,0.055,0.063,0.058,0.000,0.058,0.067,0.067,0.062,0.048,0.064,0.061,0.063,0.045
6,0.055,0.059,0.047,0.060,0.044,0.058,0.000,0.067,0.061,0.058,0.045,0.050,0.050,0.049,0.047
7,0.072,0.028,0.058,0.060,0.061,0.067,0.067,0.000,0.066,0.064,0.049,0.056,0.062,0.060,0.044
8,0.072,0.063,0.061,0.059,0.063,0.067,0.061,0.066,0.000,0.060,0.044,0.065,0.062,0.055,0.044
9,0.058,0.049,0.052,0.056,0.060,0.062,0.058,0.064,0.060,0.000,0.050,0.062,0.057,0.054,0.044
10,0.051,0.048,0.043,0.051,0.044,0.048,0.045,0.049,0.044,0.050,0.000,0.051,0.048,0.044,0.043
11,0.060,0.050,0.055,0.065,0.056,0.064,0.050,0.056,0.065,0.062,0.051,0.000,0.058,0.055,0.047
12,0.054,0.063,0.055,0.058,0.054,0.061,0.050,0.062,0.062,0.057,0.048,0.058,0.000,0.045,0.038
13,0.056,0.060,0.047,0.060,0.052,0.063,0.049,0.060,0.055,0.054,0.044,0.055,0.045,0.000,0.044
14,0.049,0.043,0.043,0.046,0.057,0.045,0.047,0.044,0.044,0.044,0.043,0.047,0.038,0.044,0.000
