,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.096,0.062,0.115,0.119,0.141,0.115,0.128,0.124,0.155,0.137,0.102,0.119,0.133,0.144
1,0.096,0.000,0.109,0.148,0.130,0.142,0.123,0.020,0.127,0.076,0.157,0.085,0.135,0.145,0.125
2,0.062,0.109,0.000,0.130,0.100,0.151,0.117,0.132,0.139,0.156,0.118,0.149,0.144,0.141,0.152
3,0.115,0.148,0.130,0.000,0.124,0.151,0.142,0.148,0.141,0.152,0.128,0.132,0.148,0.141,0.139
4,0.119,0.130,0.100,0.124,0.000,0.119,0.073,0.138,0.106,0.133,0.100,0.089,0.109,0.119,0.110
5,0.141,0.142,0.151,0.151,0.119,0.000,0.112,0.127,0.137,0.140,0.158,0.148,0.133,0.145,0.162
6,0.115,0.123,0.117,0.142,0.073,0.112,0.000,0.136,0.140,0.148,0.130,0.098,0.091,0.122,0.149
7,0.128,0.020,0.132,0.148,0.138,0.127,0.136,0.000,0.117,0.124,0.154,0.100,0.120,0.144,0.116
8,0.124,0.127,0.139,0.141,0.106,0.137,0.140,0.117,0.000,0.132,0.121,0.142,0.138,0.123,0.141
9,0.155,0.076,0.156,0.152,0.133,0.140,0.148,0.124,0.132,0.000,0.146,0.116,0.144,0.126,0.148
10,0.137,0.157,0.118,0.128,0.100,0.158,0.130,0.154,0.121,0.146,0.000,0.142,0.140,0.152,0.146
11,0.102,0.085,0.149,0.132,0.089,0.148,0.098,0.100,0.142,0.116,0.142,0.000,0.135,0.115,0.135
12,0.119,0.135,0.144,0.148,0.109,0.133,0.091,0.120,0.138,0.144,0.140,0.135,0.000,0.103,0.139
13,0.133,0.145,0.141,0.141,0.119,0.145,0.122,0.144,0.123,0.126,0.152,0.115,0.103,0.000,0.147
14,0.144,0.125,0.152,0.139,0.110,0.162,0.149,0.116,0.141,0.148,0.146,0.135,0.139,0.147,0.000
