,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.131,0.296,0.045,0.210,0.095,-0.023,0.139,0.135,0.085,0.002,0.213,-0.031,-0.091,-0.067
1,-0.131,1.000,-0.103,0.073,-0.055,0.021,0.149,-0.355,0.152,0.253,0.012,-0.130,0.014,-0.059,-0.037
2,0.296,-0.103,1.000,0.091,0.209,-0.003,-0.085,0.118,0.148,0.015,-0.088,0.089,-0.045,0.166,0.018
3,0.045,0.073,0.091,1.000,-0.045,0.058,0.137,0.053,0.037,0.023,0.142,0.011,0.067,0.141,0.067
4,0.210,-0.055,0.209,-0.045,1.000,-0.021,-0.123,0.174,0.031,0.119,-0.174,0.340,-0.049,-0.140,-0.080
5,0.095,0.021,-0.003,0.058,-0.021,1.000,0.174,0.155,0.111,0.089,0.037,0.100,0.138,-0.046,-0.058
6,-0.023,0.149,-0.085,0.137,-0.123,0.174,1.000,0.033,0.100,0.113,0.142,-0.054,0.230,0.074,-0.008
7,0.139,-0.355,0.118,0.053,0.174,0.155,0.033,1.000,-0.112,-0.006,-0.005,0.213,0.165,0.066,0.145
8,0.135,0.152,0.148,0.037,0.031,0.111,0.100,-0.112,1.000,0.007,-0.081,0.045,-0.012,0.133,-0.134
9,0.085,0.253,0.015,0.023,0.119,0.089,0.113,-0.006,0.007,1.000,-0.039,0.012,0.098,-0.101,-0.123
10,0.002,0.012,-0.088,0.142,-0.174,0.037,0.142,-0.005,-0.081,-0.039,1.000,0.092,0.021,0.116,0.018
11,0.213,-0.130,0.089,0.011,0.340,0.100,-0.054,0.213,0.045,0.012,0.092,1.000,-0.017,-0.006,-0.165
12,-0.031,0.014,-0.045,0.067,-0.049,0.138,0.230,0.165,-0.012,0.098,0.021,-0.017,1.000,0.076,0.154
13,-0.091,-0.059,0.166,0.141,-0.140,-0.046,0.074,0.066,0.133,-0.101,0.116,-0.006,0.076,1.000,0.074
14,-0.067,-0.037,0.018,0.067,-0.080,-0.058,-0.008,0.145,-0.134,-0.123,0.018,-0.165,0.154,0.074,1.000
