,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,11.07,1.09,9.19,39.09,24.12,14.00,8.77,20.28
DCC_joint,,11.07,,10.16,1.61,24.65,11.88,3.61,0.59,2.70
DCC_bivariate_loop,,1.09,10.16,,8.29,38.23,23.26,13.18,8.10,18.96
SW_cross_validated,,9.19,1.61,8.29,,26.15,13.40,5.08,1.84,4.83
SW_15,,39.09,24.65,38.23,26.15,,12.15,19.06,18.41,30.63
SW_30,,24.12,11.88,23.26,13.40,12.15,,7.44,8.69,13.11
SW_60,,14.00,3.61,13.18,5.08,19.06,7.44,,2.32,2.23
SW_120,,8.77,0.59,8.10,1.84,18.41,8.69,2.32,,1.13
sFC,,20.28,2.70,18.96,4.83,30.63,13.11,2.23,1.13,
