,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.01,0.28,31.32,122.01,77.21,40.10,15.96,3.32
DCC_joint,,3.01,,-2.05,21.47,95.72,59.46,31.30,13.83,0.09
DCC_bivariate_loop,,0.28,-2.05,,20.59,84.68,53.46,29.73,14.53,2.21
SW_cross_validated,,31.32,21.47,20.59,,98.94,51.32,15.90,4.07,-23.00
SW_15,,122.01,95.72,84.68,98.94,,-44.11,-64.19,-34.32,-102.13
SW_30,,77.21,59.46,53.46,51.32,-44.11,,-26.05,-15.86,-63.41
SW_60,,40.10,31.30,29.73,15.90,-64.19,-26.05,,-3.16,-32.92
SW_120,,15.96,13.83,14.53,4.07,-34.32,-15.86,-3.16,,-13.99
sFC,,3.32,0.09,2.21,-23.00,-102.13,-63.41,-32.92,-13.99,
