,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.3701e-15,2.5780e-02,6.0446e-14,4.0637e-25,2.3458e-21,3.7902e-17,1.3626e-13,5.2006e-20
DCC_joint,,2.3701e-15,,1.0502e-14,2.0708e-03,1.5866e-21,6.8387e-16,2.1422e-07,2.0328e-01,1.0537e-05
DCC_bivariate_loop,,2.5780e-02,1.0502e-14,,3.5864e-13,6.0547e-25,4.4816e-21,1.0927e-16,5.3436e-13,1.7265e-19
SW_cross_validated,,6.0446e-14,2.0708e-03,3.5864e-13,,5.4957e-22,8.1812e-17,1.2125e-09,6.6523e-04,2.7283e-09
SW_15,,4.0637e-25,1.5866e-21,6.0547e-25,5.4957e-22,,4.5834e-16,1.5767e-19,2.9032e-19,3.2406e-23
SW_30,,2.3458e-21,6.8387e-16,4.4816e-21,8.1812e-17,4.5834e-16,,2.2620e-12,1.5910e-13,1.2122e-16
SW_60,,3.7902e-17,2.1422e-07,1.0927e-16,1.2125e-09,1.5767e-19,2.2620e-12,,6.1346e-05,9.4178e-05
SW_120,,1.3626e-13,2.0328e-01,5.3436e-13,6.6523e-04,2.9032e-19,1.5910e-13,6.1346e-05,,2.1451e-02
sFC,,5.2006e-20,1.0537e-05,1.7265e-19,2.7283e-09,3.2406e-23,1.2122e-16,9.4178e-05,2.1451e-02,
