,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.019,0.082,0.169,0.182,0.222,0.264,0.625,0.307,0.247,0.215,0.158,0.226
SVWP,0.018,0.085,0.173,0.197,0.232,0.328,0.707,0.319,0.250,0.215,0.154,0.243
DCC_joint,0.067,0.057,0.213,0.296,0.344,0.386,0.411,0.295,0.277,0.207,0.180,0.248
SW_cross_validated,0.093,0.224,0.238,0.256,0.305,0.321,0.361,0.233,0.280,0.243,0.178,0.248
SW_15,0.243,0.355,0.319,0.308,0.352,0.336,0.352,0.257,0.325,0.292,0.284,0.311
SW_30,0.161,0.252,0.232,0.243,0.333,0.420,0.529,0.238,0.262,0.258,0.205,0.285
SW_60,0.113,0.192,0.206,0.367,0.621,0.790,0.835,0.370,0.290,0.265,0.174,0.384
SW_120,0.097,0.190,0.343,0.754,0.769,0.656,0.711,0.362,0.375,0.253,0.188,0.427
sFC,0.041,0.019,0.718,0.712,0.714,0.709,0.712,0.380,0.815,0.208,0.304,0.485
