,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.011,0.004,0.006,0.006,0.014,0.035,0.040,0.014,0.011,0.005,0.003,0.014
SVWP,0.010,0.006,0.004,0.010,0.007,0.044,0.003,0.014,0.010,0.005,0.004,0.011
DCC_joint,0.011,0.005,0.008,0.008,0.009,0.007,0.009,0.004,0.009,0.006,0.009,0.008
SW_cross_validated,0.012,0.010,0.006,0.009,0.011,0.007,0.008,0.006,0.005,0.005,0.003,0.007
SW_15,0.008,0.008,0.005,0.009,0.010,0.009,0.010,0.008,0.005,0.008,0.009,0.008
SW_30,0.011,0.007,0.003,0.008,0.011,0.007,0.005,0.005,0.005,0.006,0.007,0.007
SW_60,0.011,0.007,0.005,0.007,0.004,0.003,0.004,0.004,0.004,0.005,0.003,0.005
SW_120,0.012,0.006,0.007,0.005,0.004,0.005,0.002,0.002,0.004,0.003,0.003,0.005
sFC,0.006,0.002,0.003,0.001,0.002,0.000,0.001,0.002,0.001,0.004,0.001,0.002
