,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.051,0.019,0.027,0.025,0.061,0.156,0.181,0.062,0.049,0.022,0.013,0.061
SVWP,0.045,0.025,0.020,0.047,0.029,0.198,0.014,0.064,0.046,0.023,0.017,0.048
DCC_joint,0.050,0.020,0.035,0.038,0.040,0.032,0.041,0.016,0.039,0.027,0.039,0.034
SW_cross_validated,0.052,0.043,0.027,0.040,0.050,0.030,0.036,0.026,0.025,0.021,0.012,0.033
SW_15,0.037,0.034,0.024,0.040,0.043,0.041,0.047,0.037,0.023,0.036,0.042,0.037
SW_30,0.048,0.033,0.016,0.034,0.048,0.031,0.024,0.022,0.023,0.029,0.031,0.031
SW_60,0.051,0.033,0.023,0.031,0.017,0.012,0.016,0.019,0.017,0.023,0.012,0.023
SW_120,0.053,0.028,0.033,0.020,0.016,0.023,0.008,0.007,0.018,0.013,0.014,0.021
sFC,0.027,0.009,0.012,0.006,0.008,0.002,0.003,0.007,0.005,0.017,0.004,0.009
