,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,73,23,21,25,21,23,21,33,27,87,97
1,83,99,25,23,23,25,21,37,33,83,77
2,83,99,21,29,23,21,21,35,21,53,61
3,97,29,39,21,21,21,21,43,33,93,45
4,65,33,31,21,21,21,21,33,21,67,53
5,79,57,33,23,29,21,21,23,21,91,61
6,93,35,33,23,21,21,21,25,21,55,49
7,77,83,29,21,25,23,21,27,31,71,21
8,81,99,27,23,23,21,21,27,21,69,91
9,87,99,31,21,21,21,21,33,21,93,37
