,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.055,0.048,0.062,0.040,0.039,0.149,0.165,0.069,0.048,0.020,0.021,0.065
SVWP,0.053,0.055,0.060,0.055,0.038,0.191,0.013,0.059,0.050,0.021,0.023,0.056
DCC_joint,0.053,0.051,0.035,0.039,0.042,0.032,0.040,0.016,0.038,0.027,0.041,0.038
SW_cross_validated,0.052,0.070,0.069,0.058,0.046,0.030,0.035,0.025,0.037,0.024,0.042,0.044
SW_15,0.044,0.047,0.051,0.058,0.046,0.040,0.050,0.027,0.046,0.037,0.057,0.046
SW_30,0.046,0.051,0.054,0.043,0.045,0.031,0.021,0.027,0.045,0.042,0.039,0.040
SW_60,0.050,0.060,0.046,0.029,0.016,0.014,0.015,0.017,0.027,0.022,0.026,0.029
SW_120,0.059,0.036,0.050,0.012,0.013,0.021,0.006,0.016,0.038,0.023,0.034,0.028
sFC,0.028,0.011,0.012,0.006,0.008,0.002,0.003,0.007,0.005,0.017,0.004,0.009
