,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.018,0.016,0.016,0.017,0.008,0.024,0.023,0.013,0.237,0.008,0.009,0.035
SVWP,0.018,0.018,0.014,0.022,0.008,0.031,0.003,0.007,0.109,0.007,0.009,0.023
DCC_joint,0.018,0.020,0.008,0.011,0.010,0.007,0.009,0.004,0.008,0.006,0.009,0.010
SW_cross_validated,0.010,0.020,0.020,0.016,0.011,0.007,0.009,0.005,0.010,0.008,0.017,0.012
SW_15,0.010,0.013,0.014,0.016,0.012,0.008,0.013,0.007,0.014,0.009,0.011,0.012
SW_30,0.011,0.014,0.015,0.013,0.010,0.006,0.006,0.007,0.013,0.011,0.011,0.011
SW_60,0.010,0.017,0.011,0.007,0.004,0.003,0.004,0.005,0.009,0.007,0.010,0.008
SW_120,0.009,0.009,0.010,0.005,0.003,0.007,0.002,0.004,0.010,0.007,0.011,0.007
sFC,0.006,0.002,0.003,0.001,0.002,0.000,0.001,0.002,0.001,0.004,0.001,0.002
