,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.018,0.029,0.102,0.108,0.172,0.249,0.614,0.291,0.201,0.211,0.145,0.194
SVWP,0.016,0.031,0.101,0.131,0.177,0.316,0.708,0.312,0.211,0.211,0.140,0.214
DCC_joint,0.066,0.024,0.211,0.289,0.342,0.386,0.411,0.295,0.276,0.206,0.181,0.244
SW_cross_validated,0.105,0.060,0.135,0.174,0.243,0.293,0.350,0.237,0.193,0.218,0.127,0.194
SW_15,0.276,0.117,0.183,0.188,0.233,0.252,0.294,0.244,0.193,0.263,0.215,0.223
SW_30,0.179,0.074,0.144,0.194,0.299,0.411,0.525,0.239,0.191,0.233,0.156,0.240
SW_60,0.127,0.056,0.188,0.369,0.615,0.785,0.839,0.380,0.241,0.238,0.134,0.361
SW_120,0.109,0.045,0.372,0.742,0.766,0.649,0.711,0.373,0.308,0.226,0.152,0.405
sFC,0.041,0.017,0.718,0.712,0.714,0.709,0.712,0.380,0.815,0.208,0.304,0.484
