,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.016,0.006,0.009,0.008,0.019,0.049,0.057,0.020,0.015,0.007,0.004,0.019
SVWP,0.014,0.008,0.006,0.015,0.009,0.062,0.004,0.020,0.015,0.007,0.005,0.015
DCC_joint,0.016,0.006,0.011,0.012,0.013,0.010,0.013,0.005,0.012,0.009,0.012,0.011
SW_cross_validated,0.016,0.014,0.008,0.013,0.016,0.009,0.012,0.008,0.008,0.007,0.004,0.010
SW_15,0.012,0.011,0.007,0.013,0.014,0.013,0.015,0.012,0.007,0.011,0.013,0.012
SW_30,0.015,0.010,0.005,0.011,0.015,0.010,0.008,0.007,0.007,0.009,0.010,0.010
SW_60,0.016,0.010,0.007,0.010,0.005,0.004,0.005,0.006,0.005,0.007,0.004,0.007
SW_120,0.017,0.009,0.010,0.006,0.005,0.007,0.003,0.002,0.006,0.004,0.004,0.007
sFC,0.009,0.003,0.004,0.002,0.003,0.001,0.001,0.002,0.001,0.005,0.001,0.003
