,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.31,1.54,2.07,3.37,0.87,0.36,2.31,0.39
DCC_joint,,0.31,,1.21,2.17,3.44,1.01,0.53,2.41,0.02
DCC_bivariate_loop,,1.54,1.21,,3.10,3.90,1.74,1.34,3.17,1.31
SW_cross_validated,,2.07,2.17,3.10,,2.75,0.08,0.68,1.10,2.70
SW_15,,3.37,3.44,3.90,2.75,,2.39,2.78,2.03,3.53
SW_30,,0.87,1.01,1.74,0.08,2.39,,0.42,0.76,1.07
SW_60,,0.36,0.53,1.34,0.68,2.78,0.42,,1.30,0.57
SW_120,,2.31,2.41,3.17,1.10,2.03,0.76,1.30,,2.63
sFC,,0.39,0.02,1.31,2.70,3.53,1.07,0.57,2.63,
