,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,9.4644e-01,8.2181e-11,4.5290e-07,1.0548e-06,1.1634e-09,5.3593e-09,6.9335e-01,4.8015e-02
DCC_joint,,9.4644e-01,,1.5872e-11,4.8168e-09,5.4212e-07,5.7574e-10,3.0208e-09,5.9016e-01,1.9184e-03
DCC_bivariate_loop,,8.2181e-11,1.5872e-11,,1.2875e-13,2.8785e-02,7.3783e-02,1.2287e-01,8.0871e-11,1.8583e-12
SW_cross_validated,,4.5290e-07,4.8168e-09,1.2875e-13,,1.4787e-09,9.4195e-12,4.8456e-11,2.1839e-06,2.2818e-08
SW_15,,1.0548e-06,5.4212e-07,2.8785e-02,1.4787e-09,,2.0320e-03,4.1037e-03,8.1345e-07,7.8674e-08
SW_30,,1.1634e-09,5.7574e-10,7.3783e-02,9.4195e-12,2.0320e-03,,8.9534e-01,1.0243e-09,1.3912e-10
SW_60,,5.3593e-09,3.0208e-09,1.2287e-01,4.8456e-11,4.1037e-03,8.9534e-01,,4.5981e-09,7.7539e-10
SW_120,,6.9335e-01,5.9016e-01,8.0871e-11,2.1839e-06,8.1345e-07,1.0243e-09,4.5981e-09,,1.6499e-01
sFC,,4.8015e-02,1.9184e-03,1.8583e-12,2.2818e-08,7.8674e-08,1.3912e-10,7.7539e-10,1.6499e-01,
