,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.07,-13.42,7.66,-7.20,-11.39,-10.34,0.40,2.12
DCC_joint,,-0.07,,-14.81,10.41,-7.56,-11.90,-10.72,0.55,3.63
DCC_bivariate_loop,,-13.42,-14.81,,19.67,2.38,-1.90,-1.62,13.43,16.83
SW_cross_validated,,7.66,10.41,19.67,,-11.22,-15.28,-13.85,-6.82,-9.40
SW_15,,-7.20,-7.56,2.38,-11.22,,-3.60,-3.29,7.34,8.65
SW_30,,-11.39,-11.90,-1.90,-15.28,-3.60,,0.13,11.48,12.99
SW_60,,-10.34,-10.72,-1.62,-13.85,-3.29,0.13,,10.44,11.68
SW_120,,0.40,0.55,13.43,-6.82,7.34,11.48,10.44,,1.45
sFC,,2.12,3.63,16.83,-9.40,8.65,12.99,11.68,1.45,
