,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.33,0.23,0.67,2.67,0.45,0.07,1.02,18.68
DCC_joint,,1.33,,1.55,0.87,1.66,1.08,1.72,0.66,24.55
DCC_bivariate_loop,,0.23,1.55,,0.65,3.41,0.33,0.23,1.25,34.04
SW_cross_validated,,0.67,0.87,0.65,,2.61,0.26,0.84,0.39,28.06
SW_15,,2.67,1.66,3.41,2.61,,2.73,3.55,2.73,22.57
SW_30,,0.45,1.08,0.33,0.26,2.73,,0.52,0.67,25.57
SW_60,,0.07,1.72,0.23,0.84,3.55,0.52,,1.47,32.73
SW_120,,1.02,0.66,1.25,0.39,2.73,0.67,1.47,,45.37
sFC,,18.68,24.55,34.04,28.06,22.57,25.57,32.73,45.37,
