,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.,1.
DCC_joint,nan,0.0629,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.,0.0691
DCC_bivariate_loop,nan,13.3785,14.8145,-,0.0000,1.,1.,1.,0.0000,0.0000
SW_cross_validated,nan,-7.6166,-10.407,-19.6664,-,0.0000,0.0000,0.0000,0.0001,0.0000
SW_15,nan,7.1917,7.5612,-2.3764,11.2193,-,0.0732,0.1477,0.0000,0.0000
SW_30,nan,11.374,11.9021,1.8985,15.2835,3.6034,-,1.,0.0000,0.0000
SW_60,nan,10.3232,10.7225,1.6188,13.8523,3.2863,-0.1334,-,0.0000,0.0000
SW_120,nan,-0.4027,-0.5484,-13.4286,6.8232,-7.3422,-11.4814,-10.4381,-,1.
sFC,nan,-2.1085,-3.6292,-16.8261,9.4034,-8.6537,-12.9917,-11.6832,-1.4474,-
