,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.000,-0.360,-0.190,0.536,0.468,-0.270,-0.056,-0.211,0.005,-0.129,0.310,0.340,0.248,-0.164,-0.030,0.596,0.021,0.327,-0.043,0.290,0.071,0.184,0.233,-0.347,-0.043,0.002,-0.227,-0.087,-0.174,0.017,-0.111,0.112,0.167,0.208,-0.367,-0.169,0.246,-0.198,-0.322,-0.178,-0.102,0.003,-0.318,-0.029,-0.147,-0.163,0.046,-0.030,-0.083,-0.072
1,-0.360,1.000,0.124,-0.255,-0.070,0.085,0.004,0.074,0.048,0.074,-0.283,-0.200,-0.192,0.100,-0.130,-0.067,0.174,0.125,-0.142,-0.221,0.334,-0.123,0.275,0.169,-0.013,-0.009,0.143,0.011,0.099,-0.071,0.087,-0.164,-0.107,-0.207,0.252,0.120,-0.141,0.065,0.142,0.147,0.076,0.120,0.082,0.017,0.129,0.096,0.030,0.026,0.099,0.011
2,-0.190,0.124,1.000,-0.143,0.005,0.264,-0.264,0.239,0.422,-0.509,-0.299,-0.412,-0.233,0.253,-0.310,-0.056,0.001,-0.112,-0.164,0.024,-0.036,0.008,-0.072,0.016,0.086,-0.363,-0.000,0.096,0.023,0.414,-0.295,-0.042,-0.027,0.032,0.143,0.309,-0.002,-0.102,0.052,-0.202,-0.181,-0.116,0.091,-0.294,0.035,0.047,-0.156,0.004,0.156,-0.032
3,0.536,-0.255,-0.143,1.000,0.434,-0.136,-0.102,-0.052,-0.149,-0.073,0.162,0.140,0.245,-0.083,-0.088,0.385,0.004,0.275,-0.017,0.305,0.209,0.049,0.282,-0.156,-0.031,-0.016,-0.189,-0.032,-0.147,0.081,-0.039,0.093,0.112,0.149,-0.190,0.011,0.083,-0.152,-0.131,-0.112,-0.028,-0.059,-0.068,0.057,-0.144,-0.154,0.001,-0.006,-0.095,-0.017
4,0.468,-0.070,0.005,0.434,1.000,-0.211,-0.015,-0.153,-0.070,-0.165,0.227,0.095,0.367,-0.106,-0.045,0.355,-0.061,0.396,0.022,0.388,0.226,0.052,0.377,-0.260,-0.065,-0.152,-0.182,-0.051,-0.115,0.127,-0.105,0.042,0.078,0.120,-0.258,-0.073,0.160,-0.143,-0.162,-0.237,-0.066,-0.101,-0.218,0.010,-0.109,-0.141,-0.080,-0.013,-0.038,-0.063
5,-0.270,0.085,0.264,-0.136,-0.211,1.000,0.228,0.296,0.163,-0.049,-0.274,-0.405,-0.193,0.251,0.045,-0.122,0.004,-0.093,-0.099,-0.145,-0.024,-0.060,-0.102,0.211,0.151,-0.070,0.334,-0.143,0.417,0.150,-0.211,-0.087,-0.101,-0.045,0.284,0.081,-0.151,0.013,0.316,-0.036,-0.049,-0.073,0.224,-0.179,0.040,-0.014,-0.276,0.063,0.039,0.027
6,-0.056,0.004,-0.264,-0.102,-0.015,0.228,1.000,0.096,0.112,0.277,0.140,-0.096,0.167,-0.168,0.350,0.065,0.098,0.120,0.120,-0.050,0.017,-0.055,0.054,0.164,-0.149,0.224,0.311,-0.066,0.385,-0.195,-0.034,-0.119,-0.119,-0.084,0.049,-0.371,-0.038,-0.005,0.027,-0.035,-0.050,-0.013,-0.092,-0.028,0.032,-0.064,-0.169,-0.005,-0.017,-0.013
7,-0.211,0.074,0.239,-0.052,-0.153,0.296,0.096,1.000,0.155,-0.032,-0.238,-0.383,-0.183,0.323,-0.353,-0.134,0.179,-0.082,-0.035,-0.092,-0.065,-0.062,-0.049,0.477,-0.107,0.000,0.063,0.129,0.186,0.028,-0.133,-0.043,-0.098,-0.053,0.204,0.179,-0.086,-0.043,0.161,-0.056,-0.060,-0.073,0.174,-0.163,-0.004,0.026,-0.181,0.040,0.086,0.013
8,0.005,0.048,0.422,-0.149,-0.070,0.163,0.112,0.155,1.000,-0.283,0.034,-0.279,-0.238,-0.031,-0.066,0.175,0.289,-0.029,-0.234,-0.013,-0.094,-0.003,-0.048,0.068,-0.295,0.052,0.182,-0.032,0.048,0.050,-0.260,-0.109,-0.062,-0.000,0.032,-0.055,0.001,-0.142,-0.188,-0.055,-0.219,-0.004,-0.047,-0.311,0.039,0.031,-0.154,0.001,0.159,-0.048
9,-0.129,0.074,-0.509,-0.073,-0.165,-0.049,0.277,-0.032,-0.283,1.000,0.101,0.166,-0.060,-0.065,0.337,-0.093,0.108,-0.071,0.039,-0.212,-0.009,-0.172,-0.053,0.166,-0.109,0.381,0.119,0.042,0.224,-0.456,0.336,-0.210,-0.193,-0.264,0.030,-0.273,-0.095,0.130,0.111,0.170,0.122,0.121,-0.015,0.186,0.080,0.021,0.099,-0.007,-0.076,0.001
10,0.310,-0.283,-0.299,0.162,0.227,-0.274,0.140,-0.238,0.034,0.101,1.000,0.258,0.372,-0.204,0.386,0.137,-0.110,0.199,0.304,0.246,-0.006,-0.012,0.063,-0.212,-0.192,0.117,-0.103,0.072,-0.159,-0.039,0.000,0.034,0.077,0.088,-0.276,-0.176,0.008,-0.132,-0.232,0.050,-0.141,-0.074,-0.160,0.028,-0.199,-0.168,-0.015,-0.050,-0.105,-0.042
11,0.340,-0.200,-0.412,0.140,0.095,-0.405,-0.096,-0.383,-0.279,0.166,0.258,1.000,0.189,-0.246,0.243,0.087,-0.101,0.129,0.239,0.152,-0.008,0.296,0.038,-0.413,0.032,0.128,-0.380,-0.038,-0.182,-0.151,0.109,0.244,0.285,0.215,-0.359,-0.215,0.339,0.017,-0.303,0.038,-0.014,0.082,-0.289,0.115,-0.160,-0.160,0.289,-0.072,-0.176,-0.051
12,0.248,-0.192,-0.233,0.245,0.367,-0.193,0.167,-0.183,-0.238,-0.060,0.372,0.189,1.000,-0.171,0.225,0.050,-0.210,0.297,0.374,0.372,0.165,0.010,0.221,-0.158,-0.065,-0.009,-0.075,-0.021,-0.152,0.041,0.054,0.159,0.082,0.160,-0.128,-0.149,0.018,-0.052,-0.051,-0.072,0.002,-0.135,-0.079,0.149,-0.140,-0.157,-0.008,-0.038,-0.116,-0.017
13,-0.164,0.100,0.253,-0.083,-0.106,0.251,-0.168,0.323,-0.031,-0.065,-0.204,-0.246,-0.171,1.000,-0.287,-0.099,0.173,-0.055,-0.116,-0.097,-0.020,-0.084,-0.049,0.239,0.406,0.060,0.073,0.329,0.253,0.204,-0.145,-0.172,-0.153,-0.165,0.185,0.361,-0.129,-0.006,0.164,0.007,-0.006,0.020,0.206,-0.136,0.070,0.053,-0.105,0.031,0.084,0.019
14,-0.030,-0.130,-0.310,-0.088,-0.045,0.045,0.350,-0.353,-0.066,0.337,0.386,0.243,0.225,-0.287,1.000,-0.028,-0.188,0.057,0.368,0.048,-0.032,0.002,-0.036,-0.191,-0.083,0.163,0.078,-0.066,0.128,-0.114,0.074,0.064,-0.047,0.031,-0.132,-0.308,-0.000,0.024,-0.026,0.037,-0.058,-0.032,-0.105,0.057,-0.061,-0.129,-0.011,-0.044,-0.119,-0.029
