,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.000,0.383,0.372,0.393,0.386,0.374,0.374,0.370,0.375,0.372,0.374,0.371,0.378,0.370,0.368,0.387,0.372,0.379,0.370,0.379,0.375,0.373,0.381,0.370,0.369,0.371,0.368,0.368,0.371,0.370,0.363,0.364,0.369,0.365,0.368,0.361,0.372,0.363,0.369,0.363,0.362,0.358,0.368,0.360,0.356,0.358,0.361,0.352,0.352,0.352
1,0.383,0.000,0.374,0.394,0.388,0.371,0.368,0.367,0.368,0.372,0.378,0.373,0.373,0.372,0.369,0.382,0.373,0.389,0.369,0.382,0.385,0.373,0.387,0.366,0.365,0.370,0.364,0.363,0.368,0.373,0.364,0.370,0.375,0.366,0.363,0.359,0.375,0.356,0.362,0.365,0.357,0.365,0.360,0.357,0.359,0.355,0.362,0.352,0.352,0.354
2,0.372,0.374,0.000,0.370,0.375,0.380,0.374,0.373,0.378,0.394,0.375,0.379,0.374,0.372,0.377,0.369,0.374,0.367,0.371,0.370,0.370,0.372,0.369,0.363,0.374,0.385,0.361,0.368,0.372,0.377,0.362,0.366,0.368,0.362,0.362,0.368,0.367,0.358,0.362,0.361,0.359,0.358,0.361,0.363,0.357,0.355,0.363,0.354,0.354,0.350
3,0.393,0.394,0.370,0.000,0.381,0.373,0.371,0.370,0.372,0.370,0.375,0.372,0.378,0.369,0.370,0.388,0.373,0.384,0.373,0.376,0.377,0.370,0.380,0.366,0.369,0.372,0.365,0.365,0.370,0.373,0.361,0.366,0.371,0.367,0.368,0.362,0.371,0.360,0.364,0.364,0.360,0.361,0.361,0.360,0.359,0.357,0.363,0.355,0.356,0.354
4,0.386,0.388,0.375,0.381,0.000,0.374,0.372,0.374,0.376,0.375,0.379,0.372,0.393,0.369,0.372,0.381,0.373,0.391,0.374,0.382,0.378,0.369,0.380,0.367,0.369,0.373,0.368,0.368,0.371,0.373,0.363,0.369,0.370,0.364,0.368,0.362,0.374,0.361,0.365,0.368,0.362,0.360,0.361,0.361,0.357,0.356,0.361,0.357,0.353,0.351
5,0.374,0.371,0.380,0.373,0.374,0.000,0.371,0.378,0.375,0.373,0.377,0.382,0.372,0.374,0.369,0.372,0.369,0.369,0.373,0.373,0.369,0.366,0.373,0.363,0.365,0.372,0.369,0.368,0.377,0.368,0.358,0.365,0.365,0.366,0.365,0.361,0.368,0.358,0.362,0.359,0.359,0.355,0.359,0.361,0.357,0.354,0.359,0.355,0.355,0.352
6,0.374,0.368,0.374,0.371,0.372,0.371,0.000,0.375,0.371,0.375,0.375,0.378,0.372,0.379,0.375,0.371,0.373,0.369,0.369,0.369,0.371,0.364,0.369,0.362,0.375,0.369,0.367,0.371,0.369,0.366,0.359,0.364,0.365,0.362,0.362,0.366,0.366,0.358,0.362,0.359,0.358,0.359,0.364,0.357,0.361,0.354,0.361,0.353,0.352,0.352
7,0.370,0.367,0.373,0.370,0.374,0.378,0.375,0.000,0.373,0.370,0.378,0.379,0.368,0.376,0.381,0.367,0.371,0.368,0.367,0.369,0.368,0.367,0.370,0.377,0.369,0.369,0.359,0.366,0.370,0.366,0.359,0.363,0.364,0.360,0.363,0.359,0.368,0.357,0.361,0.358,0.357,0.355,0.359,0.360,0.359,0.351,0.360,0.354,0.353,0.352
8,0.375,0.368,0.378,0.372,0.376,0.375,0.371,0.373,0.000,0.375,0.376,0.377,0.372,0.371,0.371,0.371,0.370,0.368,0.373,0.367,0.368,0.366,0.369,0.361,0.377,0.374,0.363,0.369,0.369,0.367,0.359,0.363,0.364,0.361,0.362,0.361,0.369,0.356,0.362,0.358,0.358,0.355,0.362,0.360,0.360,0.355,0.360,0.352,0.350,0.354
9,0.372,0.372,0.394,0.370,0.375,0.373,0.375,0.370,0.375,0.000,0.373,0.373,0.368,0.372,0.376,0.371,0.374,0.369,0.369,0.371,0.367,0.371,0.368,0.367,0.368,0.376,0.360,0.367,0.370,0.384,0.359,0.366,0.370,0.370,0.364,0.362,0.371,0.356,0.363,0.362,0.358,0.361,0.360,0.359,0.359,0.355,0.364,0.353,0.353,0.353
