,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.32,1.52,2.33,0.57,1.47,1.03,0.27
DCC_bivariate_loop,,,0.32,,1.18,1.98,0.29,1.12,0.72,0.08
SW_cross_validated,,,1.52,1.18,,0.81,0.77,0.09,0.42,1.37
SW_15,,,2.33,1.98,0.81,,1.50,0.91,1.20,2.22
SW_30,,,0.57,0.29,0.77,1.50,,0.70,0.36,0.38
SW_60,,,1.47,1.12,0.09,0.91,0.70,,0.35,1.31
SW_120,,,1.03,0.72,0.42,1.20,0.36,0.35,,0.85
sFC,,,0.27,0.08,1.37,2.22,0.38,1.31,0.85,
