,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.023,0.0000,0.0000,0.0003,0.0219,0.2425
DCC_joint,nan,-1.185,-,1.,0.0287,0.0000,0.0000,0.0000,0.0053,0.0001
DCC_bivariate_loop,nan,-0.8707,0.4775,-,0.0188,0.0000,0.0000,0.0000,0.0034,0.0005
SW_cross_validated,nan,-4.1233,-4.0241,-4.2128,-,0.0000,0.0281,1.,1.,0.0000
SW_15,nan,-17.0914,-30.6231,-28.7336,-9.5234,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-10.5134,-16.6115,-16.0293,-4.0334,13.0756,-,0.0002,0.0000,0.0000
SW_60,nan,-6.1994,-8.1152,-8.1573,-0.5672,17.2282,6.251,-,0.3097,0.0000
SW_120,nan,-4.1452,-4.7899,-4.9929,1.2229,20.5726,9.5162,2.948,-,0.0000
sFC,nan,3.0605,6.5954,5.8722,7.5775,32.9517,21.1597,13.3103,10.2868,-
