,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.18,-0.94,3.96,17.39,10.59,5.65,3.11,-7.39
DCC_joint,,-1.18,,0.77,7.07,53.83,31.72,16.80,7.77,-12.34
DCC_bivariate_loop,,-0.94,0.77,,6.78,52.54,30.77,16.08,7.33,-12.72
SW_cross_validated,,3.96,7.07,6.78,,13.62,6.12,0.74,-1.62,-13.15
SW_15,,17.39,53.83,52.54,13.62,,-16.69,-26.39,-22.76,-44.13
SW_30,,10.59,31.72,30.77,6.12,-16.69,,-10.59,-11.51,-31.55
SW_60,,5.65,16.80,16.08,0.74,-26.39,-10.59,,-3.59,-22.32
SW_120,,3.11,7.77,7.33,-1.62,-22.76,-11.51,-3.59,,-15.29
sFC,,-7.39,-12.34,-12.72,-13.15,-44.13,-31.55,-22.32,-15.29,
