,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.53,0.39,1.84,7.64,4.70,2.77,1.85,1.37
DCC_joint,,0.53,,0.21,1.80,13.70,7.43,3.63,2.14,2.95
DCC_bivariate_loop,,0.39,0.21,,1.88,12.85,7.17,3.65,2.23,2.63
SW_cross_validated,,1.84,1.80,1.88,,4.26,1.80,0.25,0.55,3.39
SW_15,,7.64,13.70,12.85,4.26,,5.85,7.70,9.20,14.74
SW_30,,4.70,7.43,7.17,1.80,5.85,,2.80,4.26,9.46
SW_60,,2.77,3.63,3.65,0.25,7.70,2.80,,1.32,5.95
SW_120,,1.85,2.14,2.23,0.55,9.20,4.26,1.32,,4.60
sFC,,1.37,2.95,2.63,3.39,14.74,9.46,5.95,4.60,
