,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.74,-2.72,3.28,12.56,6.46,1.93,2.28,-3.61
DCC_joint,,-0.74,,-3.76,5.86,27.16,14.08,4.94,6.11,-6.67
DCC_bivariate_loop,,-2.72,-3.76,,8.24,29.21,16.92,8.17,9.55,-1.50
SW_cross_validated,,3.28,5.86,8.24,,11.32,3.43,-2.27,-2.01,-10.15
SW_15,,12.56,27.16,29.21,11.32,,-12.07,-19.70,-21.56,-41.86
SW_30,,6.46,14.08,16.92,3.43,-12.07,,-8.10,-8.43,-23.94
SW_60,,1.93,4.94,8.17,-2.27,-19.70,-8.10,,0.54,-11.80
SW_120,,2.28,6.11,9.55,-2.01,-21.56,-8.43,0.54,,-14.68
sFC,,-3.61,-6.67,-1.50,-10.15,-41.86,-23.94,-11.80,-14.68,
